

"NE Report"
"Save Time: 10/12/2017 17:11:56"
"User Name:u2000tn-AndAlNesterenko"
""

"Total 523 Records"

"NE Name","NE Type","NE IP Address","NE MAC Address","NE ID","Software Version","Physical Location","Create Time","Fiber/Cable Count","Running Status","Subnet","Subnet Path","Alias","Remarks","Patch Version List","Customized Column","LSR ID","Maintenance Status","Gateway Type","Gateway","Optical NE","Subrack Type","Conference Call","Orderwire Phone","NE Subtype"
atn2-119-NZL_Sovetskaya215.GEORG,ATN910B,10.172.240.119,2C:9D:1E:2D:14:CC,--,VRP5.160 V200R005C10,25026062228,02/02/2017 00:48:18,0,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.119,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-120-NZL_VNS.GEORG,ATN910B,10.172.240.120,2C:9D:1E:2D:13:D5,--,VRP5.160 V200R005C10,25026062227,02/02/2017 00:48:19,0,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.120,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-121-Lisogorskaya.GEORG,ATN910B,10.172.240.121,2C:9D:1E:2D:17:9E,--,VRP5.160 V200R005C10,25026062211,02/02/2017 12:25:13,1,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.121,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-141-Svoboda249.BLGD,ATN910B,10.173.28.141,AC:61:75:A6:CF:E0,--,VRP5.160 V200R005C10,25026061215,02/07/2017 00:04:12,0,Normal,MEN Blagodarniy,Physical Root / South / Stavropol / MEN Blagodarniy,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.141,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-142-Zavokzalnaya33.BLGD,ATN910B,10.173.28.142,AC:61:75:A6:CB:CB,--,VRP5.160 V200R005C10,25026065274,02/07/2017 00:04:13,0,Normal,MEN Blagodarniy,Physical Root / South / Stavropol / MEN Blagodarniy,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.142,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-143-Chapaeva76.BLGD,ATN910B,10.173.28.143,2C:9D:1E:AE:63:EC,--,VRP5.160 V200R005C10,25026063298,02/07/2017 00:04:14,1,Normal,MEN Blagodarniy,Physical Root / South / Stavropol / MEN Blagodarniy,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.143,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-211-Suhaya-Buivala.SVTG,ATN910B,10.173.28.211,2C:9D:1E:AE:5E:A7,--,VRP5.160 V200R005C10,25026065664,02/07/2017 00:21:55,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.211,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-209-Aleksandriy.SVTG,ATN910B,10.173.28.209,2C:9D:1E:2D:19:D8,--,VRP5.160 V200R005C10,25026100154,02/07/2017 00:35:58,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.209,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-210-Gofickoe.SVTG,ATN910B,10.173.28.210,A4:DC:BE:15:90:0B,--,VRP5.160 V200R005C10,25026101717,02/07/2017 00:39:30,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.210,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-213-Burlackoe.SVTG,ATN910B,10.173.28.213,AC:61:75:A6:CC:E8,--,VRP5.160 V200R005C10,25026100155,02/07/2017 00:42:58,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.213,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-212-Donskaya_balka.SVTG,ATN910B,10.173.28.212,2C:9D:1E:AE:60:95,--,VRP5.160 V200R005C10,25026100136,02/07/2017 10:30:46,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.212,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-30-Pirogova22.PYATK,ATN910B,10.172.240.30,2C:9D:1E:AE:62:37,--,VRP5.160 V200R005C10,25026064218,02/08/2017 09:37:52,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.30,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-34-Mira3.PYATK,ATN910B,10.172.240.34,AC:61:75:A6:D2:1A,--,VRP5.160 V200R005C10,25026064247,02/08/2017 09:38:04,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.34,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-35-Kraynego3a.PYATK,ATN910B,10.172.240.35,2C:9D:1E:AE:63:FF,--,VRP5.160 V200R005C10,25026102349,02/08/2017 09:38:24,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.35,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-31-KuchuriAvto.PYATK,ATN910B,10.172.240.31,AC:61:75:A6:D0:65,--,VRP5.160 V200R005C10,25026064227,02/08/2017 09:39:05,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.31,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-32-Pastyhova25.PYATK,ATN910B,10.172.240.32,AC:61:75:A6:D0:C4,--,VRP5.160 V200R005C10,25026100169,02/08/2017 09:39:06,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.32,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-41-Kozlova30.PYATK,ATN910B,10.172.240.41,04:9F:CA:1E:B9:3A,--,VRP5.160 V200R005C10,25026100147,02/08/2017 09:42:53,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.41,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-21-Ermolova14.PYATK,ATN910B,10.172.240.21,04:9F:CA:1E:BA:7D,--,VRP5.160 V200R005C10,25026063209,02/09/2017 13:05:01,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.21,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-22-Ludkevicha9.PYATK,ATN910B,10.172.240.22,2C:9D:1E:AE:5D:B0,--,VRP5.160 V200R005C10,25026101395,02/09/2017 13:05:03,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.22,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-43-Admiralskogo4.PYATK,ATN910B,10.172.240.43,AC:61:75:A6:CE:05,--,VRP5.160 V200R005C10,25026064206,02/09/2017 13:05:22,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.43,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-139-Lermontova70.BLGD,ATN910B,10.173.28.139,2C:9D:1E:AE:5F:65,--,VRP5.160 V200R005C10,25026061227,02/10/2017 00:09:52,0,Normal,MEN Blagodarniy,Physical Root / South / Stavropol / MEN Blagodarniy,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.139,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-140-Pervomaiskaya36.BLGD,ATN910B,10.173.28.140,2C:9D:1E:AE:5E:5B,--,VRP5.160 V200R005C10,25026062272,02/10/2017 00:18:35,0,Normal,MEN Blagodarniy,Physical Root / South / Stavropol / MEN Blagodarniy,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.140,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-218-Petropavlovskoe.SVTG,ATN910B,10.173.28.218,AC:61:75:A6:CA:9B,--,VRP5.160 V200R005C10,25026065213,02/10/2017 00:31:10,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.218,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-215-Sotnikovskoe.SVTG,ATN910B,10.173.28.215,AC:61:75:A6:CB:B8,--,VRP5.160 V200R005C10,25026065239,02/10/2017 00:40:08,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.215,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-219-Arzgir_KRTPC.SVTG,ATN910B,10.173.28.219,AC:61:75:A6:CD:A6,--,VRP5.160 V200R005C10,25026065288,02/10/2017 00:45:33,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.219,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-214-Spasskoe.SVTG,ATN910B,10.173.28.214,AC:61:75:A6:CE:D6,--,VRP5.160 V200R005C10,25026066244,02/10/2017 00:50:13,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.214,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-217-Chkalovskii.SVTG,ATN910B,10.173.28.217,AC:61:75:A6:CA:3C,--,VRP5.160 V200R005C10,25026100157,02/10/2017 00:58:12,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.217,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-216-Iskra.SVTG,ATN910B,10.173.28.216,AC:61:75:A6:D0:FD,--,VRP5.160 V200R005C10,25026100251,02/10/2017 01:01:46,0,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.216,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-183-50LetOkyabrya.MINVD,ATN910B,10.172.240.183,AC:61:75:A6:D0:B1,--,VRP5.160 V200R005C10,25026065287,02/19/2017 20:57:31,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.183,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-184-Sovetskaya128.MINVD,ATN910B,10.172.240.184,2C:9D:1E:2D:15:77,--,VRP5.160 V200R005C10,25026061263,02/19/2017 20:57:33,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.184,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-136-Blinova94.ALKS,ATN910B,10.173.28.136,AC:61:75:21:2C:DC,--,VRP5.160 V200R005C10,25026100352,02/19/2017 21:59:16,0,Normal,MEN Alexandrovskoe,Physical Root / South / Stavropol / MEN Alexandrovskoe,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.136,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-161-Promishlennaya104a.ISOBIL,ATN910B,10.173.28.161,AC:61:75:A6:D2:07,--,VRP5.160 V200R005C10,25026062288,02/20/2017 00:12:08,0,Normal,MEN Isobilnij,Physical Root / South / Stavropol / MEN Isobilnij,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.161,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-167-Sniiskh.MIKHL,ATN910B,10.173.28.167,AC:61:75:A6:D1:36,--,VRP5.160 V200R005C10,25026063255,02/28/2017 10:10:09,0,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.167,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-168-Lenina1.MIKHL,ATN910B,10.173.28.168,AC:61:75:A6:CC:63,--,VRP5.160 V200R005C10,25026066258,02/28/2017 10:10:10,0,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.168,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-169-Voikova553.MIKHL,ATN910B,10.173.28.169,2C:9D:1E:2D:12:6C,--,VRP5.160 V200R005C10,25026100151,02/28/2017 10:10:12,0,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.169,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-177-Rabochaya10.MIKHL,ATN910B,10.173.28.177,2C:9D:1E:2D:12:B8,--,VRP5.160 V200R005C10,25026100194,02/28/2017 10:10:58,0,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.177,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-145-Orlovka.KRSK,ATN910B,10.172.240.145,2C:9D:1E:AE:5F:FD,--,VRP5.160 V200R005C10,25026100225,03/01/2017 23:45:05,0,Normal,MEN Kurskaya,Physical Root / South / Stavropol / MEN Kurskaya,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.145,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-146-Gornozavodskoe.KRSK,ATN910B,10.172.240.146,2C:9D:1E:AE:61:C5,--,VRP5.160 V200R005C10,25026100244,03/01/2017 23:45:06,0,Normal,MEN Kurskaya,Physical Root / South / Stavropol / MEN Kurskaya,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.146,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-147-SovetskayaKRTPC.KRSK,ATN910B,10.172.240.147,2C:9D:1E:AE:64:38,--,VRP5.160 V200R005C10,25026100095,03/01/2017 23:45:07,0,Normal,MEN Kurskaya,Physical Root / South / Stavropol / MEN Kurskaya,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.147,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-148-Rostovanovskoe.KRSK,ATN910B,10.172.240.148,04:9F:CA:1E:B3:F5,--,VRP5.160 V200R005C10,25026061236,03/01/2017 23:45:08,0,Normal,MEN Kurskaya,Physical Root / South / Stavropol / MEN Kurskaya,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.148,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-181-Pushkina.MINVD,ATN910B,10.172.240.181,AC:61:75:A6:D1:23,--,VRP5.160 V200R005C10,25026065201,03/01/2017 23:46:09,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.181,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-186-Moskovskaya29.MINVD,ATN910B,10.172.240.186,2C:9D:1E:2D:18:82,--,VRP5.160 V200R005C10,25026063214,03/01/2017 23:46:15,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.186,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-188-Mostovaya187.MINVD,ATN910B,10.172.240.188,2C:9D:1E:2D:16:22,--,VRP5.160 V200R005C10,25026062267,03/01/2017 23:46:17,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.188,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-189-Kooperativnij25.MINVD,ATN910B,10.172.240.189,2C:9D:1E:2D:19:53,--,VRP5.160 V200R005C10,25026100230,03/01/2017 23:46:18,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.189,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-190-Dachnaya10.MINVD,ATN910B,10.172.240.190,2C:9D:1E:2D:14:93,--,VRP5.160 V200R005C10,25026100227,03/01/2017 23:46:20,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.190,Normal,--,--,--,TYPE2,--,--,ATN910B
acc29-2-Cherkesskoe1.PYATK,S3300,10.173.196.205,54:51:1B:6C:A1:80,--,VRP5.70 V100R006C03,acc29-2-Cherkesskoe1.PYATK,03/09/2017 13:12:25,2,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPH028,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
atn2-156-BorcovRevol12.LVKM,ATN910B,10.172.240.156,2C:9D:1E:2D:16:E0,--,VRP5.160 V200R005C10,25026065212,03/09/2017 22:40:31,0,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.156,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-157-Shossejnaya17.LVKM,ATN910B,10.172.240.157,2C:9D:1E:AE:5E:81,--,VRP5.160 V200R005C10,25026065682,03/09/2017 22:44:49,0,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.157,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-158-Kalinina71.LVKM,ATN910B,10.172.240.158,AC:61:75:21:25:5D,--,VRP5.160 V200R005C10,25026102366,03/09/2017 22:44:50,0,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.158,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-159-KarlaMarksa74.LVKM,ATN910B,10.172.240.159,AC:61:75:A6:CE:B0,--,VRP5.160 V200R005C10,25026100117,03/09/2017 22:44:51,0,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.159,Normal,--,--,--,TYPE2,--,--,ATN910B
atn3-34-Oktyabrskaya184.STV,ATN910B,10.173.28.34,2C:9D:1E:AE:5E:CD,--,VRP5.160 V200R005C10,25026066266,03/09/2017 22:55:52,0,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.34,Normal,--,--,--,TYPE2,--,--,ATN910B
atn3-56-Tukhachevskogo11.STV,ATN910B,10.173.28.56,2C:9D:1E:AE:5F:3F,--,VRP5.160 V200R005C10,25026100234,03/09/2017 23:03:12,0,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.56,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-1-Kirova78.PYATK,ATN910B,10.172.240.1,2C:9D:1E:AE:5F:B1,--,VRP5.160 V200R005C10,25026064211,03/09/2017 23:17:39,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.1,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-37-Krasnoarmejskaya16.PYATK,ATN910B,10.172.240.37,04:9F:CA:1E:B0:9E,--,VRP5.160 V200R005C10,25026063224,03/09/2017 23:27:37,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.37,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-36-Partizanskaya3.PYATK,ATN910B,10.172.240.36,AC:61:75:A6:D1:BB,--,VRP5.160 V200R005C10,25026100148,03/09/2017 23:38:54,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.36,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-46-Shosseinaya103.PYATK,ATN910B,10.172.240.46,2C:9D:1E:2D:18:95,--,VRP5.160 V200R005C10,25026061297,03/09/2017 23:49:52,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.46,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-48-Ubilejnaya77.PYATK,ATN910B,10.172.240.48,AC:61:75:21:22:C4,--,VRP5.160 V200R005C10,25026063233,03/09/2017 23:54:23,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.48,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-47-Kalinina357.PYATK,ATN910B,10.172.240.47,AC:61:75:21:2B:F8,--,VRP5.160 V200R005C10,25026100120,03/10/2017 00:03:59,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.47,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-44-Pogat.PYATK,ATN910B,10.172.240.44,AC:61:75:21:25:24,--,VRP5.160 V200R005C10,25026063201,03/10/2017 00:15:12,1,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.44,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-23-KislovodskoeShosse39.PYATK,ATN910B,10.172.240.23,AC:61:75:A6:CA:AE,--,VRP5.160 V200R005C10,25026100320,03/10/2017 00:18:05,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.23,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-3-Kirova47.PYATK,ATN910B,10.172.240.3,AC:61:75:A6:CD:CC,--,VRP5.160 V200R005C10,25026064229,03/10/2017 00:34:48,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.3,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-26-KotelnayaLenina.PYATK,ATN910B,10.172.240.26,A4:DC:BE:15:92:0C,--,VRP5.160 V200R005C10,25026062204,03/10/2017 00:44:57,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.26,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-25-Shosseinaya5.PYATK,ATN910B,10.172.240.25,A4:DC:BE:15:95:89,--,VRP5.160 V200R005C10,25026061299,03/10/2017 00:47:58,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.25,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-29-Fabrichnaya7.PYATK,ATN910B,10.172.240.29,2C:9D:1E:AE:60:CE,--,VRP5.160 V200R005C10,25026064236,03/10/2017 00:50:59,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.29,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-27-Bunimovicha7.PYATK,ATN910B,10.172.240.27,2C:9D:1E:2D:13:50,--,VRP5.160 V200R005C10,25026063273,03/10/2017 00:56:00,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.27,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-18-Pochtovaya56_1.PYATK,ATN910B,10.172.240.18,AC:61:75:A6:CF:94,--,VRP5.160 V200R005C10,25026063234,03/10/2017 01:01:52,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.18,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-19-Pochtovaya56.PYATK,ATN910B,10.172.240.19,AC:61:75:A6:D1:10,--,VRP5.160 V200R005C10,25026064202,03/10/2017 01:04:52,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.19,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-130-Shosseinaya76.PYATK,ATN910B,10.172.240.130,2C:9D:1E:2D:17:65,--,VRP5.160 V200R005C10,25026100278,03/10/2017 01:10:29,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.130,Normal,--,--,--,TYPE2,--,--,ATN910B
atn3-43-Apanasenkovskogo4.STV,ATN910B,10.173.28.43,AC:61:75:A6:CC:9C,--,VRP5.160 V200R005C10,25026100184,03/10/2017 01:17:10,0,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.43,Normal,--,--,--,TYPE2,--,--,ATN910B
acc48-1-Kotelnaya14.JLVD,S3300,10.173.196.210,70:54:F5:97:99:F0,--,VRP5.70 V100R006C03,25026065219,03/10/2017 10:00:54,2,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,-,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
atn2-52-Lugovaya9.PYATK,ATN910B,10.172.240.52,2C:9D:1E:AE:61:53,--,VRP5.160 V200R005C10,25026062207,03/15/2017 11:50:01,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.52,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-6-Kraynego53.PYATK,ATN910B,10.172.240.6,2C:9D:1E:AE:5F:C4,--,VRP5.160 V200R005C10,25026100086,03/15/2017 12:03:26,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.6,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-10-Tolyatti182.PYATK,ATN910B,10.172.240.10,2C:9D:1E:AE:60:10,--,VRP5.160 V200R005C10,25026100272,03/15/2017 12:12:02,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.10,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-5-Kozlova33.PYATK,ATN910B,10.172.240.5,2C:9D:1E:2D:17:52,--,VRP5.160 V200R005C10,25026062295,03/15/2017 12:16:54,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.5,Normal,--,--,--,TYPE2,--,--,ATN910B
