

"NE Report"
"Save Time: 10/12/2017 17:11:56"
"User Name:u2000tn-AndAlNesterenko"
""

"Total 523 Records"

"NE Name","NE Type","NE IP Address","NE MAC Address","NE ID","Software Version","Physical Location","Create Time","Fiber/Cable Count","Running Status","Subnet","Subnet Path","Alias","Remarks","Patch Version List","Customized Column","LSR ID","Maintenance Status","Gateway Type","Gateway","Optical NE","Subrack Type","Conference Call","Orderwire Phone","NE Subtype"
atn2-63-ZDorozhnaya.BUDVK,ATN910B,10.172.240.63,AC:61:75:21:2D:28,--,VRP5.160 V200R005C10,25026063203,12/12/2016 01:40:26,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.63,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-64-Tamponazhniy3.BUDVK,ATN910B,10.172.240.64,AC:61:75:21:2C:6A,--,VRP5.160 V200R005C10,25026100129,12/12/2016 01:40:28,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.64,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-67-Ujnaya26.BUDVK,ATN910B,10.172.240.67,AC:61:75:21:26:1B,--,VRP5.160 V200R005C10,25026101383,12/12/2016 01:40:42,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.67,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-65-6mikrorayon3.BUDVK,ATN910B,10.172.240.65,2C:9D:1E:AE:61:D8,--,VRP5.160 V200R005C10,25026063212,12/12/2016 01:40:29,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.65,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-66-ZavodPlastmass.BUDVK,ATN910B,10.172.240.66,AC:61:75:21:2D:74,--,VRP5.160 V200R005C10,25026100130,12/12/2016 01:40:40,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.66,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-61-Shkolnaya56.BUDVK,ATN910B,10.172.240.61,2C:9D:1E:AE:61:B2,--,VRP5.160 V200R005C10,25026062233,12/12/2016 01:41:06,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.61,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-75-Polyuschenko139.BUDVK,ATN910B,10.172.240.75,AC:61:75:21:27:84,--,VRP5.160 V200R005C10,25026065204,12/12/2016 02:06:39,1,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.75,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-76-Revolucii147.BUDVK,ATN910B,10.172.240.76,AC:61:75:21:21:E0,--,VRP5.160 V200R005C10,25026061289,12/12/2016 02:06:40,1,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.76,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-107-Bashnya.GEORG,ATN910B,10.172.240.107,2C:9D:1E:2D:15:05,--,VRP5.160 V200R005C10,25026061253,12/12/2016 15:38:42,2,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.107,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-106-Batakskaya15.GEORG,ATN910B,10.172.240.106,2C:9D:1E:2D:1A:CF,--,VRP5.160 V200R005C10,25026065270,12/12/2016 15:38:46,0,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.106,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-108-Mineralovodskiy.GEORG,ATN910B,10.172.240.108,2C:9D:1E:2D:13:C2,--,VRP5.160 V200R005C10,25026061258,12/12/2016 15:38:53,2,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.108,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-110-Gagarina60.GEORG,ATN910B,10.172.240.110,AC:61:75:A6:D1:E1,--,VRP5.160 V200R005C10,25026065273,12/12/2016 15:38:56,2,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.110,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-112-Vorovskogo1.GEORG,ATN910B,10.172.240.112,AC:61:75:21:2A:8F,--,VRP5.160 V200R005C10,25026100269,12/12/2016 15:38:58,2,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.112,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-111-Gagarina1.GEORG,ATN910B,10.172.240.111,AC:61:75:21:22:78,--,VRP5.160 V200R005C10,25026062299,12/12/2016 15:38:57,2,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.111,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-113-Pyatigorskaya2a.GEORG,ATN910B,10.172.240.113,AC:61:75:A6:CC:89,--,VRP5.160 V200R005C10,25026065202,12/12/2016 15:39:05,2,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.113,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-109-Oktyabrskaya151.GEORG,ATN910B,10.172.240.109,AC:61:75:A6:CA:E7,--,VRP5.160 V200R005C10,25026062290,12/12/2016 15:38:55,2,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.109,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-115-Filatova13.GEORG,ATN910B,10.172.240.115,2C:9D:1E:AE:63:67,--,VRP5.160 V200R005C10,25026063211,12/12/2016 15:39:12,0,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.115,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-114-Krasnoarmejskaya11.GEORG,ATN910B,10.172.240.114,AC:61:75:A6:CE:64,--,VRP5.160 V200R005C10,25026100362,12/12/2016 15:39:11,1,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.114,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-116-Ermolova35.GEORG,ATN910B,10.172.240.116,AC:61:75:A6:D1:A8,--,VRP5.160 V200R005C10,25026100319,12/12/2016 15:39:13,1,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.116,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-169-DomKylturi.NVPV,ATN910B,10.172.240.169,2C:9D:1E:2D:12:92,--,VRP5.160 V200R005C10,25026064238,12/14/2016 10:34:10,2,Normal,MEN Novopavlovsk,Physical Root / South / Stavropol / MEN Novopavlovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.169,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-168-Shossejnaya5.NVPN,ATN910B,10.172.240.168,AC:61:75:A6:D0:9E,--,VRP5.160 V200R005C10,25026100224,12/14/2016 10:34:08,2,Normal,MEN Novopavlovsk,Physical Root / South / Stavropol / MEN Novopavlovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.168,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-172-KvartalB.NVPV,ATN910B,10.172.240.172,04:9F:CA:1E:B8:B5,--,VRP5.160 V200R005C10,25026062279,12/14/2016 10:34:18,1,Normal,MEN Novopavlovsk,Physical Root / South / Stavropol / MEN Novopavlovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.172,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-170-BashnyaMTS.NVPV,ATN910B,10.172.240.170,AC:61:75:21:2A:B5,--,VRP5.160 V200R005C10,25026101460,12/14/2016 10:34:16,2,Normal,MEN Novopavlovsk,Physical Root / South / Stavropol / MEN Novopavlovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.170,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-171-VodonapornayaBashnya.NVPV,ATN910B,10.172.240.171,2C:9D:1E:2D:14:5A,--,VRP5.160 V200R005C10,25026061285,12/14/2016 10:34:17,2,Normal,MEN Novopavlovsk,Physical Root / South / Stavropol / MEN Novopavlovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.171,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-164-Transportnaya8.NFTK,ATN910B,10.172.240.164,04:9F:CA:1E:B9:D2,--,VRP5.160 V200R005C10,25026061256,12/14/2016 10:56:00,2,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.164,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-160-Shosseynaya32.NFTK,ATN910B,10.172.240.160,AC:61:75:A6:CF:22,--,VRP5.160 V200R005C10,atn2-160-Shosseynaya32.NFTK,12/14/2016 10:56:01,2,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.160,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-165-Nasosnaya10.NFTK,ATN910B,10.172.240.165,2C:9D:1E:AE:60:A8,--,VRP5.160 V200R005C10,25026061228,12/14/2016 10:56:02,1,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.165,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-161-Rabochaya8.NFTK,ATN910B,10.172.240.161,AC:61:75:21:2B:D2,--,VRP5.160 V200R005C10,25026063204,12/14/2016 10:55:57,2,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.161,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-163-Shosseynaya18.NFTK,ATN910B,10.172.240.163,AC:61:75:21:2D:4E,--,VRP5.160 V200R005C10,25026065211,12/14/2016 10:55:59,2,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.163,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-166-LeninaStart.NFTK,ATN910B,10.172.240.166,AC:61:75:A6:D2:2D,--,VRP5.160 V200R005C10,25026100315,12/14/2016 10:56:08,2,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.166,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-162-Vostochnaya15.NFTK,ATN910B,10.172.240.162,2C:9D:1E:AE:5D:C3,--,VRP5.160 V200R005C10,25026061282,12/14/2016 11:16:09,2,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.162,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-150-Centr.KRSK,ATN910B,10.172.240.150,AC:61:75:A6:CE:C3,--,VRP5.160 V200R005C10,25026065699,12/14/2016 11:21:04,1,Normal,MEN Kurskaya,Physical Root / South / Stavropol / MEN Kurskaya,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.150,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-149-Merkurij.KRSK,ATN910B,10.172.240.149,A4:DC:BE:0E:21:32,--,VRP5.160 V200R005C10,25026101388,12/14/2016 11:21:08,2,Normal,MEN Kurskaya,Physical Root / South / Stavropol / MEN Kurskaya,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.149,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-151-Neptun.KRSK,ATN910B,10.172.240.151,AC:61:75:21:23:F4,--,VRP5.160 V200R005C10,25026101389,12/14/2016 11:21:11,0,Normal,MEN Kurskaya,Physical Root / South / Stavropol / MEN Kurskaya,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.151,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-204-AgrofirmaPobeda.SVTG,ATN910B,10.173.28.204,2C:9D:1E:AE:60:5C,--,VRP5.160 V200R005C10,25026061212,12/15/2016 02:37:52,2,Normal,MEN Svetlograd,Physical Root / South / Stavropol / MEN Svetlograd,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.204,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-205-Pushkina12.SVTG,ATN910B,10.173.28.205,2C:9D:1E:AE:63:C6,--,VRP5.160 V200R005C10,25026062262,12/15/2016 02:37:53,4,Normal,MEN Svetlograd,Physical Root / South / Stavropol / MEN Svetlograd,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.205,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-206-Svetlaya1.SVTG,ATN910B,10.173.28.206,04:9F:CA:1E:AA:D4,--,VRP5.160 V200R005C10,25026101457,12/15/2016 02:37:54,3,Normal,MEN Svetlograd,Physical Root / South / Stavropol / MEN Svetlograd,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.206,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-207-Trudovaya16.SVTG,ATN910B,10.173.28.207,AC:61:75:21:2A:43,--,VRP5.160 V200R005C10,25026065297,12/15/2016 02:37:56,2,Normal,MEN Svetlograd,Physical Root / South / Stavropol / MEN Svetlograd,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.207,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-208-Vystavochnaya.SVTG,ATN910B,10.173.28.208,2C:9D:1E:AE:64:84,--,VRP5.160 V200R005C10,25026100113,12/15/2016 02:37:57,2,Normal,MEN Svetlograd,Physical Root / South / Stavropol / MEN Svetlograd,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.208,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-165-Kollektivnaya1.MIKHL,ATN910B,10.173.28.165,2C:9D:1E:AE:64:71,--,VRP5.160 V200R005C10,25026061270,12/15/2016 02:41:08,2,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.165,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-170-Gagarina227.MIKHL,ATN910B,10.173.28.170,AC:61:75:A6:CE:2B,--,VRP5.160 V200R005C10,25026100165,12/15/2016 02:41:14,2,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.170,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-171-Pushkina45.MIKHL,ATN910B,10.173.28.171,AC:61:75:21:28:8E,--,VRP5.160 V200R005C10,25026103445,12/15/2016 02:41:15,2,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.171,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-172-Lenina167_2.MIKHL,ATN910B,10.173.28.172,A4:DC:BE:15:8E:30,--,VRP5.160 V200R005C10,25026103345,12/15/2016 02:41:16,0,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.172,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-173-Rostovskiy2_5.MIKHL,ATN910B,10.173.28.173,2C:9D:1E:AE:63:8D,--,VRP5.160 V200R005C10,25026100284,12/15/2016 02:41:17,1,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.173,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-174-Kuleshina1.MIKHL,ATN910B,10.173.28.174,2C:9D:1E:AE:60:49,--,VRP5.160 V200R005C10,25026102371,12/15/2016 02:41:19,0,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.174,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-175-Tereshkovoi424.MIKHL,ATN910B,10.173.28.175,AC:61:75:A6:D0:8B,--,VRP5.160 V200R005C10,25026103367,12/15/2016 02:41:20,0,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.175,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-176-Traktovaya14.MIKHL,ATN910B,10.173.28.176,2C:9D:1E:5C:7F:22,--,VRP5.160 V200R005C10,25026103378,12/15/2016 02:41:21,0,Normal,MEN Mikhalovsk,Physical Root / South / Stavropol / MEN Mikhalovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.176,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-179-Svobodnaya3.NVAL,ATN910B,10.173.28.179,04:9F:CA:1E:B1:95,--,VRP5.160 V200R005C10,25026100265,12/15/2016 16:16:16,2,Normal,MEN Novoaleksandrovsk,Physical Root / South / Stavropol / MEN Novoaleksandrovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.179,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-180-Severnaya2.NVAL,ATN910B,10.173.28.180,AC:61:75:21:28:B4,--,VRP5.160 V200R005C10,25026065234,12/15/2016 16:16:17,2,Normal,MEN Novoaleksandrovsk,Physical Root / South / Stavropol / MEN Novoaleksandrovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.180,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-181-Gagarina382.NVAL,ATN910B,10.173.28.181,AC:61:75:21:2A:EE,--,VRP5.160 V200R005C10,25026065244,12/15/2016 16:16:18,1,Normal,MEN Novoaleksandrovsk,Physical Root / South / Stavropol / MEN Novoaleksandrovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.181,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-182-PrivokzalnyayaPloshad.NVAL,ATN910B,10.173.28.182,AC:61:75:21:2B:3A,--,VRP5.160 V200R005C10,25026062261,12/15/2016 16:16:20,2,Normal,MEN Novoaleksandrovsk,Physical Root / South / Stavropol / MEN Novoaleksandrovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.182,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-183-Zheleznodorozhnaya245.NVAL,ATN910B,10.173.28.183,AC:61:75:21:24:B2,--,VRP5.160 V200R005C10,25026101539,12/15/2016 16:16:21,2,Normal,MEN Novoaleksandrovsk,Physical Root / South / Stavropol / MEN Novoaleksandrovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.183,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-77-Pushkinskaya113.BUDVK,ATN910B,10.172.240.77,AC:61:75:21:2D:15,--,VRP5.160 V200R005C10,25026065230,12/15/2016 16:26:31,1,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.77,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-180-Starodubskoe.ZLNK,ATN910B,10.172.240.180,AC:61:75:A6:CA:D4,--,VRP5.160 V200R005C10,atn2-180-Starodubskoe.ZLNK,12/15/2016 16:52:59,2,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.180,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-82-Sadovaya19.ESSTK,ATN910B,10.172.240.82,AC:61:75:A6:CE:FC,--,VRP5.160 V200R005C10,25026065208,12/23/2016 02:42:55,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.82,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-83-Gagarina141.ESSTK,ATN910B,10.172.240.83,2C:9D:1E:2D:12:7F,--,VRP5.160 V200R005C10,25026062215,12/23/2016 02:42:56,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.83,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-85-Pushkina124.ESSTK,ATN910B,10.172.240.85,04:BD:70:D8:E8:A7,--,VRP5.160 V200R005C10,25026063207,12/23/2016 02:42:59,2,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.85,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-87-KarlaMarksa1.ESSTK,ATN910B,10.172.240.87,AC:61:75:21:2C:EF,--,VRP5.160 V200R005C10,25026100150,12/23/2016 02:43:01,2,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.87,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-92-BeliyYgol.ESSTK,ATN910B,10.172.240.92,AC:61:75:21:25:11,--,VRP5.160 V200R005C10,25026065241,12/23/2016 02:43:07,1,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.92,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-93-Vokzalnaya37.ESSTK,ATN910B,10.172.240.93,AC:61:75:A6:CC:2A,--,VRP5.160 V200R005C10,25026062275,12/23/2016 02:43:08,1,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.93,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-96-Pyatigorskaya46.ESSTK,ATN910B,10.172.240.96,AC:61:75:A6:CD:F2,--,VRP5.160 V200R005C10,25026065242,12/23/2016 02:43:12,2,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.96,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-97-Razumovskogo5.ESSTK,ATN910B,10.172.240.97,2C:9D:1E:AE:5F:2C,--,VRP5.160 V200R005C10,25026064222,12/23/2016 02:43:13,2,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.97,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-98-Oktyabrskaya464.ESSTK,ATN910B,10.172.240.98,2C:9D:1E:AE:5F:52,--,VRP5.160 V200R005C10,25026065276,12/23/2016 02:43:14,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.98,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-99-Moskovskaya41.ESSTK,ATN910B,10.172.240.99,AC:61:75:A6:CB:DE,--,VRP5.160 V200R005C10,25026063222,12/23/2016 02:43:15,1,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.99,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-100-Shosseinaya11.ESSTK,ATN910B,10.172.240.100,AC:61:75:A6:D1:CE,--,VRP5.160 V200R005C10,25026062274,12/23/2016 02:43:17,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.100,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-101-Avtotest.ESSTK,ATN910B,10.172.240.101,A4:DC:BE:15:8F:AC,--,VRP5.160 V200R005C10,25026100223,12/23/2016 02:43:18,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.101,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-102-Partizanskaya4.ESSTK,ATN910B,10.172.240.102,2C:9D:1E:AE:64:25,--,VRP5.160 V200R005C10,25026064242,12/23/2016 02:43:19,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.102,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-103-Pavlova16.ESSTK,ATN910B,10.172.240.103,AC:61:75:A6:CF:BA,--,VRP5.160 V200R005C10,25026063289,12/23/2016 02:43:08,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.103,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-104-EsstntukskayaVisokaya.ESSTK,ATN910B,10.172.240.104,AC:61:75:21:27:97,--,VRP5.160 V200R005C10,25026102350,12/23/2016 02:43:12,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.104,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-105-Vokzalnaya16.ESSTK,ATN910B,10.172.240.105,A4:DC:BE:15:31:58,--,VRP5.160 V200R005C10,25026102353,12/23/2016 02:43:13,1,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.105,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-78-Kislovodskaya.ESSTK,ATN910B,10.172.240.78,AC:61:75:A6:CC:76,--,VRP5.160 V200R005C10,25026102351,12/23/2016 11:57:50,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.78,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-127-Inozemcevo_US.JLVD,ATN910B,10.172.240.127,AC:61:75:A6:CA:29,--,VRP5.160 V200R005C10,25026062208,12/23/2016 16:11:51,1,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.127,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-128-Pionerskaya73.JLVD,ATN910B,10.172.240.128,A4:DC:BE:15:87:23,--,VRP5.160 V200R005C10,25026101384,12/23/2016 16:11:53,2,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.128,Normal,--,--,--,TYPE2,--,--,ATN910B
